R202,R207,R214,VMGC_SGB,taxid_R214,VMGC_species,R202_with_clades,R207_with_clades,R214_with_clades,VMGC_species_id,VMGC_taxonomy,MIDAS_species_id,MIDAS_GTDB_taxonomy,MIDAS_GTDB_species
,,,,,,,,,408798,Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia;Sneathia_unknown,,,
Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Filifactoraceae;Criibacterium;Criibacterium bergeronii,Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Filifactoraceae;Criibacterium;Criibacterium bergeronii,Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Filifactoraceae;Criibacterium;Criibacterium bergeronii,SGB316,361048476.0,Criibacterium bergeronii,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium;s__Criibacterium bergeronii;,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium;s__Criibacterium bergeronii;,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium;s__Criibacterium bergeronii;,121829,Bacteria;Bacillota_A;Clostridia;Peptostreptococcales;Filifactoraceae;Criibacterium;Criibacterium bergeronii,110831.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Criibacterium;s__Criibacterium bergeronii;,Criibacterium bergeronii
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Lawsonella;Lawsonella clevelandensis,Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Lawsonella;Lawsonella clevelandensis,Bacteria;Actinomycetota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Lawsonella;Lawsonella clevelandensis,SGB318,497635366.0,Lawsonella clevelandensis,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis;,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis;,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis;,879858,Bacteria;Actinomycetota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Lawsonella;Lawsonella clevelandensis,108477.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Lawsonella;s__Lawsonella clevelandensis;,Lawsonella clevelandensis
,Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus;Anaeroglobus vaginalis,Bacteria;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus;Anaeroglobus vaginalis,SGB319,2084269169.0,Anaeroglobus vaginalis,,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus vaginalis;,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Anaeroglobus;s__Anaeroglobus vaginalis;,547007,Bacteria;Bacillota_C;Negativicutes;Veillonellales;Megasphaeraceae;Anaeroglobus;Anaeroglobus vaginalis,,,
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei,SGB320,1319128914.0,Lacticaseibacillus paracasei,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;,343454,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus paracasei,100079.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei;,Lacticaseibacillus paracasei
Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis,Bacteria;Firmicutes;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis,Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis,SGB322,351911849.0,Staphylococcus hominis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis;,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis;,d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis;,778592,Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;Staphylococcus hominis,100108.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis;,Staphylococcus hominis
,,,,,,,,,821619,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;CAJPTX01;Bacteroides_D;Bacteroides_D_unknown,,,
,Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella_G;Olsenella_G urininfantis,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella_G;Olsenella_G urininfantis,SGB324,1599832240.0,Olsenella_G urininfantis,,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_G;s__Olsenella_G urininfantis;,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella_G;s__Olsenella_G urininfantis;,473111,Bacteria;Actinomycetota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella_G;Olsenella_G urininfantis,,,
Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium sp001831515,Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium sp001831515,Bacteria;Actinomycetota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium sp001831515,SGB325,654435874.0,Corynebacterium sp001831515,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001831515;,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001831515;,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001831515;,422249,Bacteria;Actinomycetota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Corynebacterium;Corynebacterium sp001831515,111806.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium sp001831515;,Corynebacterium sp001831515
,,,,,,,,,308893,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Dermabacteraceae;Helcobacillus;Helcobacillus_unknown,,,
,,,,,,,,,630903,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas_A;Porphyromonas_A_unknown,,,
,,,,,,,,,779689,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Actinomycetaceae;Varibaculum;Varibaculum_unknown,,,
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp002742445,Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp002742445,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp002742445,SGB331,495696285.0,Bifidobacterium sp002742445,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445;,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445;,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445;,408306,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium sp002742445,102455.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium sp002742445;,Bifidobacterium sp002742445
,Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginimassiliensis,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginimassiliensis,SGB332,56746585.0,Anaerococcus vaginimassiliensis,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus vaginimassiliensis;,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus vaginimassiliensis;,379482,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus vaginimassiliensis,,,
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris,SGB333,1390218562.0,Bacteroides stercoris,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;,876474,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris,100290.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris;,Bacteroides stercoris
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium_A;Arcanobacterium_A urinimassiliense,Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium_A;Arcanobacterium_A urinimassiliense,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium_A;Arcanobacterium_A urinimassiliense,SGB334,25552865.0,Arcanobacterium_A urinimassiliense,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A urinimassiliense;,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A urinimassiliense;,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A urinimassiliense;,523926,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Actinomycetaceae;Arcanobacterium_A;Arcanobacterium_A urinimassiliense,130022.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium_A;s__Arcanobacterium_A urinimassiliense;,Arcanobacterium_A urinimassiliense
Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;F0422;F0422 sp001553345,Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Veillonellaceae;F0422;F0422 sp001553345,Bacteria;Bacillota_C;Negativicutes;Veillonellales;Veillonellaceae;F0422;F0422 sp001553345,SGB336,1416118563.0,F0422 sp001553345,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp001553345;,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp001553345;,d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp001553345;,836756,Bacteria;Bacillota_C;Negativicutes;Veillonellales;Veillonellaceae;F0422;F0422 sp001553345,102762.0,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__F0422;s__F0422 sp001553345;,F0422 sp001553345
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella sp900762445,Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella sp900762445,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella sp900762445,SGB340,209873617.0,Sutterella sp900762445,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445;,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__Sutterella;s__Sutterella sp900762445;,394856,Bacteria;Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae_A;Sutterella;Sutterella sp900762445,146014.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella sp900762445;,Sutterella sp900762445
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus reuteri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus reuteri,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus reuteri,SGB343,2096980725.0,Limosilactobacillus reuteri,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri;,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri;,936565,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus;Limosilactobacillus reuteri,100131.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri;,Limosilactobacillus reuteri
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis,SGB349,582522238.0,Lactobacillus ultunensis,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis;,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis;,508744,Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus ultunensis,107519.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus ultunensis;,Lactobacillus ultunensis
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis_BA,Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis_BA,Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis_BA,SGB350,1085952789.0,Streptococcus oralis_BA,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BA;,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BA;,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BA;,436850,Bacteria;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis_BA,116932.0,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_BA;,Streptococcus oralis_BA
,Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435,SGB351,2050826266.0,Fimenecus sp000432435,,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435;,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimenecus;s__Fimenecus sp000432435;,187277,Bacteria;Bacillota_A;Clostridia;Oscillospirales;Acutalibacteraceae;Fimenecus;Fimenecus sp000432435,,,
Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis,Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis,SGB352,1297429357.0,Agathobacter faecis,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis;,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis;,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis;,336321,Bacteria;Bacillota_A;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter;Agathobacter faecis,100721.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis;,Agathobacter faecis
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella buccae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella buccae,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella buccae,SGB353,342821967.0,Prevotella buccae,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae;,873273,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella buccae,104235.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella buccae;,Prevotella buccae
Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000758755,Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000758755,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000758755,SGB354,1953781894.0,Pauljensenia sp000758755,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000758755;,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000758755;,d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000758755;,323313,Bacteria;Actinomycetota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000758755,110700.0,d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia sp000758755;,Pauljensenia sp000758755
Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus sp900258475,Bacteria;Firmicutes_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus sp900258475,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus sp900258475,SGB355,427008892.0,Anaerococcus sp900258475,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475;,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475;,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475;,488521,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus sp900258475,109488.0,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus sp900258475;,Anaerococcus sp900258475
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei_A,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei_A,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei_A,SGB356,1313334283.0,Enterobacter hormaechei_A,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A;,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A;,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A;,337961,Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei_A,100022.0,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter hormaechei_A;,Enterobacter hormaechei_A
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,SGB357,1113557228.0,Bacteroides ovatus,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus;,188793,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus,100215.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides ovatus;,Bacteroides ovatus
,,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus murdochii,SGB358,1501482425.0,Anaerococcus murdochii,,,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus murdochii;,437643,Bacteria;Bacillota_A;Clostridia;Tissierellales;Peptoniphilaceae;Anaerococcus;Anaerococcus murdochii,,,
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella pallens,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella pallens,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella pallens,SGB359,1755996353.0,Prevotella pallens,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens;,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens;,381028,Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella pallens,107101.0,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens;,Prevotella pallens
