genome	species	representative	genome_is_representative	fasta_path
MG81.mbin.12	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG81.mbin.12.fa
P10709681.mbin.39	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709681.mbin.39.fa
MG715.mbin.3	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG715.mbin.3.fa
SRR17635471.sbin.29	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635471.sbin.29.fa
MG984.mbin.29	226762	GCF_000194985.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG984.mbin.29.fa
MG1246.mbin.25	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1246.mbin.25.fa
MG867.sbin.5	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG867.sbin.5.fa
MG1058.mbin.9	856589	GCF_000179715.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1058.mbin.9.fa
MG1363.mbin.1	344406	GCF_001811815.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1363.mbin.1.fa
MG843.sbin.9	744675	MG5.sbin.44	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG843.sbin.9.fa
MG154.mbin.19	340758	MG267.sbin.10	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG154.mbin.19.fa
ERR4421578.sbin.1	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4421578.sbin.1.fa
MG236.mbin.18	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG236.mbin.18.fa
MG924.mbin.1	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG924.mbin.1.fa
MG30.mbin.11	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG30.mbin.11.fa
MG130.mbin.31	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG130.mbin.31.fa
MG1073.mbin.4	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1073.mbin.4.fa
MG1062.mbin.37	900875	MG238.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1062.mbin.37.fa
SRR16471049.sbin.2	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471049.sbin.2.fa
SRR17635683.mbin.31	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635683.mbin.31.fa
MG439.sbin.9	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG439.sbin.9.fa
SRR17284339.sbin.2	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17284339.sbin.2.fa
MG1065.mbin.27	123406	MG390.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1065.mbin.27.fa
MG918.mbin.3	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG918.mbin.3.fa
MG1049.mbin.20	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1049.mbin.20.fa
MG1256.mbin.26	900875	MG238.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1256.mbin.26.fa
MG495.mbin.51	900875	MG238.mbin.3	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG495.mbin.51.fa
MG586.mbin.15	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG586.mbin.15.fa
MG568.mbin.6	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG568.mbin.6.fa
MG306.sbin.11	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG306.sbin.11.fa
MG1256.mbin.19	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1256.mbin.19.fa
P10710167.sbin.3	917907	P10710167.sbin.3	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710167.sbin.3.fa
MG1183.mbin.23	941235	P10708985.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1183.mbin.23.fa
MG295.mbin.32	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG295.mbin.32.fa
MG66.sbin.11	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG66.sbin.11.fa
SRR17635466.mbin.35	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635466.mbin.35.fa
SRR6747942.mbin.1	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR6747942.mbin.1.fa
MG598.mbin.1	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG598.mbin.1.fa
MG656.mbin.4	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG656.mbin.4.fa
P10709358.mbin.9	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709358.mbin.9.fa
SRR12830911.mbin.29	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830911.mbin.29.fa
MG1057.mbin.26	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1057.mbin.26.fa
MG1266.mbin.17	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1266.mbin.17.fa
MG715.sbin.11	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG715.sbin.11.fa
SRR17635605.sbin.21	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635605.sbin.21.fa
ERR4421607.mbin.1	897926	ERR4421624.sbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4421607.mbin.1.fa
MG307.mbin.21	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG307.mbin.21.fa
ERR4705252.mbin.17	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR4705252.mbin.17.fa
MG1119.mbin.20	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1119.mbin.20.fa
MG692.mbin.5	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG692.mbin.5.fa
MG222.mbin.7	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG222.mbin.7.fa
P10709297.mbin.15	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709297.mbin.15.fa
MG1335.mbin.5	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1335.mbin.5.fa
SRR17635686.sbin.11	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635686.sbin.11.fa
MG1152.mbin.41	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1152.mbin.41.fa
MG1236.mbin.2	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1236.mbin.2.fa
SRR17635681.mbin.7	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635681.mbin.7.fa
MG621.mbin.4	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG621.mbin.4.fa
SRR17635593.sbin.17	502327	GCF_000759265.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635593.sbin.17.fa
MG1066.mbin.2	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1066.mbin.2.fa
MG1292.mbin.2	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1292.mbin.2.fa
MG663.mbin.24	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG663.mbin.24.fa
MG1336.mbin.9	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1336.mbin.9.fa
SRR12830918.mbin.3	581434	SRR17635677.sbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830918.mbin.3.fa
MG1035.mbin.14	382359	MG160.sbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1035.mbin.14.fa
ERR10897591.mbin.10	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897591.mbin.10.fa
MG863.mbin.13	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG863.mbin.13.fa
MG733.mbin.9	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG733.mbin.9.fa
MG979.mbin.9	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG979.mbin.9.fa
P10709180.mbin.17	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709180.mbin.17.fa
MG1073.mbin.22	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1073.mbin.22.fa
MG132.mbin.13	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG132.mbin.13.fa
P10709411.sbin.6	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709411.sbin.6.fa
MG673.mbin.30	105986	MG42.mbin.28	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG673.mbin.30.fa
SRR16470951.mbin.12	437643	SRR16470951.mbin.12	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16470951.mbin.12.fa
ERR10898258.mbin.1	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10898258.mbin.1.fa
MG245.mbin.5	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG245.mbin.5.fa
SRR17635658.sbin.9	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635658.sbin.9.fa
MG313.mbin.15	936138	ERR10897925.mbin.61	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG313.mbin.15.fa
MG1148.mbin.8	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1148.mbin.8.fa
SRR17635688.sbin.8	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635688.sbin.8.fa
MG1331.mbin.5	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1331.mbin.5.fa
MG734.mbin.17	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG734.mbin.17.fa
ERR10897667.sbin.2	223646	GCF_019459585.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897667.sbin.2.fa
P10710392.mbin.1	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10710392.mbin.1.fa
MG145.mbin.4	988627	MG222.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG145.mbin.4.fa
SRR17635678.sbin.13	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635678.sbin.13.fa
MG236.mbin.13	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG236.mbin.13.fa
MG82.mbin.4	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG82.mbin.4.fa
MG713.sbin.6	632380	SRR17635683.mbin.28	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG713.sbin.6.fa
SRR17635544.mbin.7	643873	MG1016.sbin.7	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635544.mbin.7.fa
MG1042.mbin.15	697687	MG1038.mbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1042.mbin.15.fa
MG167.mbin.13	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG167.mbin.13.fa
GCF_019277985.1	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_019277985.1.fa
MG1171.sbin.5	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1171.sbin.5.fa
ERR10897961.mbin.5	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897961.mbin.5.fa
MG1340.mbin.43	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1340.mbin.43.fa
MG948.mbin.6	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG948.mbin.6.fa
GCF_000143785.1	310609	GCF_000143785.1	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_000143785.1.fa
MG338.mbin.12	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG338.mbin.12.fa
SRR17635577.mbin.4	207192	MG21.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635577.mbin.4.fa
SAMN00146141.sbin.12	571325	GCF_027155795.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00146141.sbin.12.fa
MG293.sbin.7	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG293.sbin.7.fa
MG17.mbin.28	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG17.mbin.28.fa
SRR17635466.mbin.15	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635466.mbin.15.fa
MG1042.mbin.42	856589	GCF_000179715.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1042.mbin.42.fa
MG57.sbin.18	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG57.sbin.18.fa
P10709371.mbin.2	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709371.mbin.2.fa
MG1070.sbin.22	474121	GCF_000174775.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1070.sbin.22.fa
SAMN00088853.sbin.7	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00088853.sbin.7.fa
P10709581.mbin.4	382359	MG160.sbin.15	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709581.mbin.4.fa
MG1167.mbin.35	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1167.mbin.35.fa
MG1218.mbin.8	681331	GCF_000759305.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1218.mbin.8.fa
GCF_003585715.1	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/GCF_003585715.1.fa
MG130.mbin.15	829633	GCF_001553395.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG130.mbin.15.fa
SRR16916855.mbin.7	988598	GCF_000162255.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916855.mbin.7.fa
MG923.mbin.2	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG923.mbin.2.fa
SRR18765396.mbin.48	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR18765396.mbin.48.fa
MG28.mbin.1	320153	MG1064.mbin.4	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG28.mbin.1.fa
SRR17635570.sbin.4	611554	GCF_000439915.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR17635570.sbin.4.fa
MG162.sbin.8	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG162.sbin.8.fa
MG1331.mbin.23	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1331.mbin.23.fa
MG1256.mbin.20	240891	SRR17284223.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1256.mbin.20.fa
MG396.mbin.9	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG396.mbin.9.fa
P10709792.mbin.5	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709792.mbin.5.fa
SRR12830912.mbin.18	927036	MG554.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12830912.mbin.18.fa
MG42.mbin.7	719869	MG836.mbin.11	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG42.mbin.7.fa
MG1042.mbin.1	738524	P10708891.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1042.mbin.1.fa
ERR10897925.mbin.27	879858	ERR10897925.mbin.27	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR10897925.mbin.27.fa
MG1236.mbin.7	619501	GCF_001562845.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1236.mbin.7.fa
SRR16470980.sbin.10	667712	MG666.mbin.6	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16470980.sbin.10.fa
SRR16916860.mbin.34	665829	GCF_000025225.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916860.mbin.34.fa
ERR3500862.mbin.1	783244	ERR10897722.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/ERR3500862.mbin.1.fa
MG1507.mbin.4	498055	MG1206.mbin.20	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1507.mbin.4.fa
SRR16916876.mbin.2	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916876.mbin.2.fa
P10708987.sbin.38	379267	MG410.sbin.17	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10708987.sbin.38.fa
MG1324.mbin.30	921722	MG61.mbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1324.mbin.30.fa
MG1023.mbin.31	309546	MG1334.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1023.mbin.31.fa
MG536.mbin.21	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG536.mbin.21.fa
MG1066.mbin.6	879245	MG1317.sbin.30	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1066.mbin.6.fa
MG1218.mbin.6	581434	SRR17635677.sbin.16	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1218.mbin.6.fa
P10709681.sbin.17	309208	GCF_900176605.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/P10709681.sbin.17.fa
SRR16916878.mbin.9	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16916878.mbin.9.fa
SRR12018879.mbin.3	367459	MG1112.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR12018879.mbin.3.fa
MG1081.mbin.5	856589	GCF_000179715.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1081.mbin.5.fa
SAMN00143856.mbin.10	542621	P10709641.mbin.2	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SAMN00143856.mbin.10.fa
MG1322.mbin.18	198418	MG170.mbin.23	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1322.mbin.18.fa
MG1150.mbin.20	226762	GCF_000194985.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1150.mbin.20.fa
MG1073.mbin.20	595185	SRR13167550.mbin.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1073.mbin.20.fa
MG1202.sbin.8	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1202.sbin.8.fa
MG1280.sbin.19	567022	MG1201.mbin.9	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1280.sbin.19.fa
MG288.sbin.8	856589	GCF_000179715.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG288.sbin.8.fa
MG242.sbin.4	109652	MG160.sbin.29	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG242.sbin.4.fa
SRR16471055.mbin.6	578001	SRR16471055.mbin.6	1	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/SRR16471055.mbin.6.fa
MG1136.mbin.5	499721	GCF_000159335.1	0	/wynton/group/sirota/clairedubin/VMGC_db/VMGC_orig_files/VMGC_prokaryote_MAG/MG1136.mbin.5.fa
